studyFileAccession,studyAccession,studyFileType,description,fileName,filePath
SFL19803,SDY1027,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.3134.SDY1027.txt,/SDY1027/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.3134.SDY1027.txt
SFL13256,SDY1028,Study Data,aah,aah_prose.txt,/SDY1028/StudyFiles/aah_prose.txt
SFL13257,SDY1028,Study Data,ab,ab_prose.txt,/SDY1028/StudyFiles/ab_prose.txt
SFL13258,SDY1028,Study Data,acc,acc_prose.txt,/SDY1028/StudyFiles/acc_prose.txt
SFL13259,SDY1028,Study Data,acf,acf_prose.txt,/SDY1028/StudyFiles/acf_prose.txt
SFL13260,SDY1028,Study Data,aciu,aciu_prose.txt,/SDY1028/StudyFiles/aciu_prose.txt
SFL13261,SDY1028,Study Data,aci,aci_prose.txt,/SDY1028/StudyFiles/aci_prose.txt
SFL13262,SDY1028,Study Data,act,act_prose.txt,/SDY1028/StudyFiles/act_prose.txt
SFL13263,SDY1028,Adverse Events,ae,ae_prose.txt,/SDY1028/StudyFiles/ae_prose.txt
SFL13264,SDY1028,Study Data,aoc,aoc_prose.txt,/SDY1028/StudyFiles/aoc_prose.txt
SFL13265,SDY1028,Study Data,aram,aram_prose.txt,/SDY1028/StudyFiles/aram_prose.txt
SFL13266,SDY1028,Study Data,arb,arb_prose.txt,/SDY1028/StudyFiles/arb_prose.txt
SFL13267,SDY1028,Study Data,astr,astr_prose.txt,/SDY1028/StudyFiles/astr_prose.txt
SFL13268,SDY1028,Study Data,as,as_prose.txt,/SDY1028/StudyFiles/as_prose.txt
SFL13269,SDY1028,Study Data,bacl,bacl_prose.txt,/SDY1028/StudyFiles/bacl_prose.txt
SFL13270,SDY1028,Study Data,bai,bai_prose.txt,/SDY1028/StudyFiles/bai_prose.txt
SFL13271,SDY1028,Study Data,bsc,bsc_prose.txt,/SDY1028/StudyFiles/bsc_prose.txt
SFL13272,SDY1028,Study Data,bsrr,bsrr_prose.txt,/SDY1028/StudyFiles/bsrr_prose.txt
SFL13273,SDY1028,Study Data,bsr,bsr_prose.txt,/SDY1028/StudyFiles/bsr_prose.txt
SFL13274,SDY1028,Study Data,cact,cact_prose.txt,/SDY1028/StudyFiles/cact_prose.txt
SFL13275,SDY1028,Study Data,cln,cln_prose.txt,/SDY1028/StudyFiles/cln_prose.txt
SFL13276,SDY1028,Study Data,cma,cma_prose.txt,/SDY1028/StudyFiles/cma_prose.txt
SFL13277,SDY1028,Study Data,cm,cm_prose.txt,/SDY1028/StudyFiles/cm_prose.txt
SFL13278,SDY1028,Study Data,dfa,dfa_prose.txt,/SDY1028/StudyFiles/dfa_prose.txt
SFL13279,SDY1028,Demographics,df,df_prose.txt,/SDY1028/StudyFiles/df_prose.txt
SFL13280,SDY1028,Study Data,dpv,dpv_prose.txt,/SDY1028/StudyFiles/dpv_prose.txt
SFL13281,SDY1028,Study Data,dslr,dslr_prose.txt,/SDY1028/StudyFiles/dslr_prose.txt
SFL13282,SDY1028,Study Data,ds,ds_prose.txt,/SDY1028/StudyFiles/ds_prose.txt
SFL13283,SDY1028,Study Data,eno,eno_prose.txt,/SDY1028/StudyFiles/eno_prose.txt
SFL13284,SDY1028,Study Data,et,et_prose.txt,/SDY1028/StudyFiles/et_prose.txt
SFL13285,SDY1028,Study Data,hbcr,hbcr_prose.txt,/SDY1028/StudyFiles/hbcr_prose.txt
SFL13286,SDY1028,Study Data,hem,hem_prose.txt,/SDY1028/StudyFiles/hem_prose.txt
SFL13287,SDY1028,Study Data,he,he_prose.txt,/SDY1028/StudyFiles/he_prose.txt
SFL13288,SDY1028,Study Data,hivf,hivf_prose.txt,/SDY1028/StudyFiles/hivf_prose.txt
SFL13289,SDY1028,Study Data,hiv,hiv_prose.txt,/SDY1028/StudyFiles/hiv_prose.txt
SFL13290,SDY1028,Study Data,ia,ia_prose.txt,/SDY1028/StudyFiles/ia_prose.txt
SFL13291,SDY1028,Study Data,igel,igel_prose.txt,/SDY1028/StudyFiles/igel_prose.txt
SFL13292,SDY1028,Study Data,Immport Documentation,Immport_Documentation.rtf,/SDY1028/StudyFiles/Immport_Documentation.rtf
SFL13293,SDY1028,Study Data,inc,inc_prose.txt,/SDY1028/StudyFiles/inc_prose.txt
SFL13294,SDY1028,Study Data,isi,isi_prose.txt,/SDY1028/StudyFiles/isi_prose.txt
SFL13295,SDY1028,Study Data,mbpda,mbpda_prose.txt,/SDY1028/StudyFiles/mbpda_prose.txt
SFL13296,SDY1028,Study Data,mbp,mbp_prose.txt,/SDY1028/StudyFiles/mbp_prose.txt
SFL13297,SDY1028,Study Data,nbqc,nbqc_prose.txt,/SDY1028/StudyFiles/nbqc_prose.txt
SFL13298,SDY1028,Study Data,nbqp,nbqp_prose.txt,/SDY1028/StudyFiles/nbqp_prose.txt
SFL13299,SDY1028,Study Data,ns,ns_prose.txt,/SDY1028/StudyFiles/ns_prose.txt
SFL13300,SDY1028,Study Data,ntr,ntr_prose.txt,/SDY1028/StudyFiles/ntr_prose.txt
SFL13301,SDY1028,Study Data,pdr,pdr_prose.txt,/SDY1028/StudyFiles/pdr_prose.txt
SFL13302,SDY1028,Study Data,pef,pef_prose.txt,/SDY1028/StudyFiles/pef_prose.txt
SFL13303,SDY1028,Study Data,pe,pe_prose.txt,/SDY1028/StudyFiles/pe_prose.txt
SFL13304,SDY1028,Study Data,pmf,pmf_prose.txt,/SDY1028/StudyFiles/pmf_prose.txt
SFL13305,SDY1028,Study Data,pmi,pmi_prose.txt,/SDY1028/StudyFiles/pmi_prose.txt
SFL13306,SDY1028,Case Report Form,Case Report Form,PROSE_Combined_Forms_022513.pdf,/SDY1028/StudyFiles/PROSE_Combined_Forms_022513.pdf
SFL13307,SDY1028,Case Report Form,Case Report Form,PROSE_Dust_Sample_Lab_Results_v1_0.pdf,/SDY1028/StudyFiles/PROSE_Dust_Sample_Lab_Results_v1_0.pdf
SFL13308,SDY1028,Case Report Form,Case Report Form,PROSE_home_environment_mechanistic_v1_1.pdf,/SDY1028/StudyFiles/PROSE_home_environment_mechanistic_v1_1.pdf
SFL13309,SDY1028,Case Report Form,Case Report Form,PROSE_mechanistic_blood_processing_Dallas_v1_1.pdf,/SDY1028/StudyFiles/PROSE_mechanistic_blood_processing_Dallas_v1_1.pdf
SFL13310,SDY1028,Case Report Form,Case Report Form,PROSE_mechanistic_blood_processing_v1_0.pdf,/SDY1028/StudyFiles/PROSE_mechanistic_blood_processing_v1_0.pdf
SFL13311,SDY1028,Study Data,rec,rec_prose.txt,/SDY1028/StudyFiles/rec_prose.txt
SFL13312,SDY1028,Demographics,rf,rf_prose.txt,/SDY1028/StudyFiles/rf_prose.txt
SFL13313,SDY1028,Study Data,ria,ria_prose.txt,/SDY1028/StudyFiles/ria_prose.txt
SFL13314,SDY1028,Study Data,rl,rl_prose.txt,/SDY1028/StudyFiles/rl_prose.txt
SFL13315,SDY1028,Adverse Events,saeam,saeam_prose.txt,/SDY1028/StudyFiles/saeam_prose.txt
SFL13316,SDY1028,Adverse Events,sae,sae_prose.txt,/SDY1028/StudyFiles/sae_prose.txt
SFL13317,SDY1028,Study Data,scs,scs_prose.txt,/SDY1028/StudyFiles/scs_prose.txt
SFL13318,SDY1028,Study Data,sc,sc_prose.txt,/SDY1028/StudyFiles/sc_prose.txt
SFL13319,SDY1028,Study Data,sdd,sdd_prose.txt,/SDY1028/StudyFiles/sdd_prose.txt
SFL13320,SDY1028,Study Data,sec,sec_prose.txt,/SDY1028/StudyFiles/sec_prose.txt
SFL13321,SDY1028,Study Data,sor,sor_prose.txt,/SDY1028/StudyFiles/sor_prose.txt
SFL13322,SDY1028,Study Data,sp,sp_prose.txt,/SDY1028/StudyFiles/sp_prose.txt
SFL13323,SDY1028,Study Data,ssi,ssi_prose.txt,/SDY1028/StudyFiles/ssi_prose.txt
SFL13324,SDY1028,Study Data,ssv,ssv_prose.txt,/SDY1028/StudyFiles/ssv_prose.txt
SFL13325,SDY1028,Study Data,stsi,stsi_prose.txt,/SDY1028/StudyFiles/stsi_prose.txt
SFL13326,SDY1028,Study Data,st,st_prose.txt,/SDY1028/StudyFiles/st_prose.txt
SFL13327,SDY1028,Study Data,tcf,tcf_prose.txt,/SDY1028/StudyFiles/tcf_prose.txt
SFL13328,SDY1028,Study Data,tr,tr_prose.txt,/SDY1028/StudyFiles/tr_prose.txt
SFL13329,SDY1028,Study Data,uea,uea_prose.txt,/SDY1028/StudyFiles/uea_prose.txt
SFL13330,SDY1028,Study Data,ueh,ueh_prose.txt,/SDY1028/StudyFiles/ueh_prose.txt
SFL13331,SDY1028,Study Data,ue,ue_prose.txt,/SDY1028/StudyFiles/ue_prose.txt
SFL13332,SDY1028,Study Data,vsgp,vsgp_prose.txt,/SDY1028/StudyFiles/vsgp_prose.txt
SFL13365,SDY1028,Data Dictionary,Data Dictionary,prose_data_dictionary.txt,/SDY1028/StudyFiles/prose_data_dictionary.txt
SFL17339,SDY1028,Study Summary Description,Data Curation Notes,SDY1028_Data_Curation_Notes.txt,/SDY1028/StudyFiles/SDY1028_Data_Curation_Notes.txt
SFL19804,SDY1028,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.3134.SDY1028.txt,/SDY1028/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.3134.SDY1028.txt
SFL13333,SDY1029,Study Data,aciu,aciu_scitco.txt,/SDY1029/StudyFiles/aciu_scitco.txt
SFL13334,SDY1029,Study Data,aci,aci_scitco.txt,/SDY1029/StudyFiles/aci_scitco.txt
SFL13335,SDY1029,Adverse Events,aea,aea_scitco.txt,/SDY1029/StudyFiles/aea_scitco.txt
SFL13336,SDY1029,Adverse Events,ae,ae_scitco.txt,/SDY1029/StudyFiles/ae_scitco.txt
SFL13337,SDY1029,Study Data,ah,ah_scitco.txt,/SDY1029/StudyFiles/ah_scitco.txt
SFL13338,SDY1029,Study Data,astr,astr_scitco.txt,/SDY1029/StudyFiles/astr_scitco.txt
SFL13339,SDY1029,Study Data,bsc,bsc_scitco.txt,/SDY1029/StudyFiles/bsc_scitco.txt
SFL13340,SDY1029,Study Data,cln,cln_scitco.txt,/SDY1029/StudyFiles/cln_scitco.txt
SFL13341,SDY1029,Concomitant Medications,cma,cma_scitco.txt,/SDY1029/StudyFiles/cma_scitco.txt
SFL13342,SDY1029,Concomitant Medications,cm,cm_scitco.txt,/SDY1029/StudyFiles/cm_scitco.txt
SFL13343,SDY1029,Case Report Form,Case Report Form,Combined_forms_042310.pdf,/SDY1029/StudyFiles/Combined_forms_042310.pdf
SFL13344,SDY1029,Demographics,df,df_scitco.txt,/SDY1029/StudyFiles/df_scitco.txt
SFL13345,SDY1029,Study Data,edc,edc_scitco.txt,/SDY1029/StudyFiles/edc_scitco.txt
SFL13346,SDY1029,Study Data,epdi,epdi_scitco.txt,/SDY1029/StudyFiles/epdi_scitco.txt
SFL13347,SDY1029,Study Data,et,et_scitco.txt,/SDY1029/StudyFiles/et_scitco.txt
SFL13348,SDY1029,Study Data,ia,ia_scitco.txt,/SDY1029/StudyFiles/ia_scitco.txt
SFL13349,SDY1029,Study Data,igel,igel_scitco.txt,/SDY1029/StudyFiles/igel_scitco.txt
SFL13350,SDY1029,Study Data,igel,igel_v2_scitco.txt,/SDY1029/StudyFiles/igel_v2_scitco.txt
SFL13351,SDY1029,Study Data,iger,iger_scitco.txt,/SDY1029/StudyFiles/iger_scitco.txt
SFL13352,SDY1029,Data Dictionary,Immport Documentation,Immport_Documentation.rtf,/SDY1029/StudyFiles/Immport_Documentation.rtf
SFL13353,SDY1029,Study Data,pdr,pdr_scitco.txt,/SDY1029/StudyFiles/pdr_scitco.txt
SFL13354,SDY1029,Study Data,pe,pe_scitco.txt,/SDY1029/StudyFiles/pe_scitco.txt
SFL13355,SDY1029,Study Data,ppf,ppf_scitco.txt,/SDY1029/StudyFiles/ppf_scitco.txt
SFL13356,SDY1029,Study Data,ptpf,ptpf_scitco.txt,/SDY1029/StudyFiles/ptpf_scitco.txt
SFL13357,SDY1029,Study Data,ptr,ptr_scitco.txt,/SDY1029/StudyFiles/ptr_scitco.txt
SFL13358,SDY1029,Demographics,rf,rf_scitco.txt,/SDY1029/StudyFiles/rf_scitco.txt
SFL13359,SDY1029,Adverse Events,sae,sae_scitco.txt,/SDY1029/StudyFiles/sae_scitco.txt
SFL13360,SDY1029,Study Data,sec,sec_scitco.txt,/SDY1029/StudyFiles/sec_scitco.txt
SFL13361,SDY1029,Study Data,st,st_scitco.txt,/SDY1029/StudyFiles/st_scitco.txt
SFL13362,SDY1029,Study Data,tc,tc_scitco.txt,/SDY1029/StudyFiles/tc_scitco.txt
SFL13366,SDY1029,Data Dictionary,Data Dictionary,scitco_data_dictionary.txt,/SDY1029/StudyFiles/scitco_data_dictionary.txt
SFL19805,SDY1029,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.3134.SDY1029.txt,/SDY1029/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.3134.SDY1029.txt
SFL12103,SDY1039,Adverse Events,Adverse Events,adae1_r_scot.txt,/SDY1039/StudyFiles/adae1_r_scot.txt
SFL12104,SDY1039,Study Data,Endpoints,adend1_r_scot.txt,/SDY1039/StudyFiles/adend1_r_scot.txt
SFL12105,SDY1039,Study Data,Secondary Endpoints,adep2_r_scot.txt,/SDY1039/StudyFiles/adep2_r_scot.txt
SFL12109,SDY1039,Study Data,Month 48 Primary Endpoint GCRS,adprime48_r_scot.txt,/SDY1039/StudyFiles/adprime48_r_scot.txt
SFL12110,SDY1039,Study Data,Month 54 Primary Endpoint GCRS,adprime54_r_scot.txt,/SDY1039/StudyFiles/adprime54_r_scot.txt
SFL12111,SDY1039,Study Data,Secondary Endpoints,adsend1_r_scot.txt,/SDY1039/StudyFiles/adsend1_r_scot.txt
SFL12113,SDY1039,Demographics,Subject Level Data with Derived Variables,adsl3_r_scot.txt,/SDY1039/StudyFiles/adsl3_r_scot.txt
SFL12114,SDY1039,Demographics,Subject Level Data,adstart0_r_scot.txt,/SDY1039/StudyFiles/adstart0_r_scot.txt
SFL12816,SDY1039,Data Dictionary,Analysis Dataset Documentation,SCOT_AnalysisDocumentation_2017-07.pdf,/SDY1039/StudyFiles/SCOT_AnalysisDocumentation_2017-07.pdf
SFL12817,SDY1039,Data Dictionary,Dataset Conversions,SCOT_DatasetConversions.docx,/SDY1039/StudyFiles/SCOT_DatasetConversions.docx
SFL12818,SDY1039,Study Data,Interim Analysis Data,adprime2_r_scot.txt,/SDY1039/StudyFiles/adprime2_r_scot.txt
SFL19420,SDY1039,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5918.SDY1039.txt,/SDY1039/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5918.SDY1039.txt
SFL19833,SDY1041,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.3670.SDY1041.txt,/SDY1041/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.3670.SDY1041.txt
SFL12259,SDY1043,Study Data,Sequence and CDR3 counts,SDY1043_SeqCount_CDR3Count.xls,/SDY1043/StudyFiles/SDY1043_SeqCount_CDR3Count.xls
SFL12315,SDY1043,Study Summary Description,Data curation notes,SDY1043_Data_Curation_Notes.txt,/SDY1043/StudyFiles/SDY1043_Data_Curation_Notes.txt
SFL19427,SDY1043,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5934.SDY1043.txt,/SDY1043/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5934.SDY1043.txt
SFL19558,SDY1045,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.1079.SDY1045.txt,/SDY1045/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.1079.SDY1045.txt
SFL19386,SDY1064,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5590.SDY1064.txt,/SDY1064/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5590.SDY1064.txt
SFL19387,SDY1079,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5590.SDY1079.txt,/SDY1079/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5590.SDY1079.txt
SFL19390,SDY1085,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5597.SDY1085.txt,/SDY1085/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5597.SDY1085.txt
SFL19664,SDY1086,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2516.SDY1086.txt,/SDY1086/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2516.SDY1086.txt
SFL12246,SDY1092,Study Data,raw read counts,counts_10subjects.csv,/SDY1092/StudyFiles/counts_10subjects.csv
SFL19670,SDY1092,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2517.SDY1092.txt,/SDY1092/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2517.SDY1092.txt
SFL19400,SDY1093,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5643.SDY1093.txt,/SDY1093/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5643.SDY1093.txt
SFL12247,SDY1094,Study Data,Creatinine,creamstr_r_ctot17.txt,/SDY1094/StudyFiles/creamstr_r_ctot17.txt
SFL12248,SDY1094,Data Dictionary,Data Dictionary,CTOT-17 Metadata Report.pdf,/SDY1094/StudyFiles/CTOT-17 Metadata Report.pdf
SFL12249,SDY1094,Data Dictionary,Data Dictionary,CTOT-17_Deidentified_Data_Doc_Part1.docx,/SDY1094/StudyFiles/CTOT-17_Deidentified_Data_Doc_Part1.docx
SFL12250,SDY1094,Data Dictionary,Data Dictionary,CTOT-17_Deidentified_Data_Doc_Part2.rtf,/SDY1094/StudyFiles/CTOT-17_Deidentified_Data_Doc_Part2.rtf
SFL12251,SDY1094,Case Report Form,Case Report Forms,CTOT-17 aCRF_20APR2017.pdf,/SDY1094/StudyFiles/CTOT-17 aCRF_20APR2017.pdf
SFL19897,SDY1094,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4058.SDY1094.txt,/SDY1094/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4058.SDY1094.txt
SFL12252,SDY1095,Data Dictionary,Data Dictionary,CTOT-18 Metadata Report.pdf,/SDY1095/StudyFiles/CTOT-18 Metadata Report.pdf
SFL12253,SDY1095,Case Report Form,Case Report Forms,CTOT-18_annotated_CRF_29JUL2014.pdf,/SDY1095/StudyFiles/CTOT-18_annotated_CRF_29JUL2014.pdf
SFL12254,SDY1095,Data Dictionary,Data Dictionary,CTOT-18_Deidentified_Data_Doc_Part1.docx,/SDY1095/StudyFiles/CTOT-18_Deidentified_Data_Doc_Part1.docx
SFL12255,SDY1095,Data Dictionary,Data Dictionary,CTOT-18_Deidentified_Data_Doc_Part2.rtf,/SDY1095/StudyFiles/CTOT-18_Deidentified_Data_Doc_Part2.rtf
SFL12256,SDY1095,Study Data,Follow-up Visit,vistmstr_r_ctot18.txt,/SDY1095/StudyFiles/vistmstr_r_ctot18.txt
SFL19898,SDY1095,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4058.SDY1095.txt,/SDY1095/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4058.SDY1095.txt
SFL19834,SDY1097,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.3670.SDY1097.txt,/SDY1097/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.3670.SDY1097.txt
SFL19389,SDY1099,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5595.SDY1099.txt,/SDY1099/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5595.SDY1099.txt
SFL19716,SDY110,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2815.SDY110.txt,/SDY110/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2815.SDY110.txt
SFL12258,SDY1100,Study Summary Description,"Isolation of CD14+cells, differenciation of dendritic cells (DCs) and infections of DCs with dengue virus",Protocol_DCs_Project3_DV2_DV4_for CyTOF.docx,/SDY1100/StudyFiles/Protocol_DCs_Project3_DV2_DV4_for CyTOF.docx
SFL19337,SDY1100,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4875.SDY1100.txt,/SDY1100/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4875.SDY1100.txt
SFL12343,SDY1108,Assessment Results,table S2 cluster coefficient of variation,mmc2.xlsx,/SDY1108/StudyFiles/mmc2.xlsx
SFL12344,SDY1108,Assessment Results,table S3 the nearest cluster in every other tissue,mmc3.xlsx,/SDY1108/StudyFiles/mmc3.xlsx
SFL19735,SDY1108,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2883.SDY1108.txt,/SDY1108/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2883.SDY1108.txt
SFL12345,SDY1109,Study Data,Response frequencies and  response magnitude of peptides tested in the general Nicaraguan population.,Nicaragua CD4 Epitopes.xlsx,/SDY1109/StudyFiles/Nicaragua CD4 Epitopes.xlsx
SFL19327,SDY1109,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4845.SDY1109.txt,/SDY1109/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4845.SDY1109.txt
SFL19736,SDY111,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2883.SDY111.txt,/SDY111/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2883.SDY111.txt
SFL19405,SDY1115,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5824.SDY1115.txt,/SDY1115/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5824.SDY1115.txt
SFL19665,SDY1119,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2516.SDY1119.txt,/SDY1119/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2516.SDY1119.txt
SFL19737,SDY112,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2883.SDY112.txt,/SDY112/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2883.SDY112.txt
SFL9720,SDY112,Study Summary Description,Data Curation Notes,SDY112_Data_Curation_Notes.txt,/SDY112/StudyFiles/SDY112_Data_Curation_Notes.txt
SFL19738,SDY113,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2883.SDY113.txt,/SDY113/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2883.SDY113.txt
SFL9721,SDY113,Study Summary Description,Data Curation Notes,SDY113_Data_Curation_Notes.txt,/SDY113/StudyFiles/SDY113_Data_Curation_Notes.txt
SFL12815,SDY1148,Assessment Results,supplement tables of the publication,suppl_tables_Neuro-onc_FINAL.xlsx,/SDY1148/StudyFiles/suppl_tables_Neuro-onc_FINAL.xlsx
SFL19431,SDY1148,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5996.SDY1148.txt,/SDY1148/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.5996.SDY1148.txt
